text,label
"Dapat dividen dari investasi saham",Dividend
"Dividen kuartalan sudah masuk rekening",Dividend
"Menerima dividen dari reksa dana",Dividend
"Dividen saham cair hari ini",Dividend
"Pendapatan pasif dari dividen",Dividend
"Perusahaan membagikan dividen",Dividend
"Dividen dari bank sudah masuk",Dividend
"Dapat dividen dari kepemilikan saham",Dividend
"Dividen ditransfer ke rekening",Dividend
"Dividen kecil dari ETF masuk",Dividend
"Got paid for freelance writing",Freelance
"Received payment for a graphic design gig",Freelance
"Earned money from freelance translation",Freelance
"Finished a freelance project and got paid",Freelance
"Freelance work for a client in the US",Freelance
"Received money for freelance video editing",Freelance
"Completed freelance coding project",Freelance
"Payment for freelance photography job",Freelance
"Freelance income from remote client",Freelance
"Got funds from freelance consulting",Freelance
"Dibayar untuk proyek freelance menulis",Freelance
"Menerima bayaran dari desain grafis lepas",Freelance
"Pendapatan dari kerja lepas sebagai penerjemah",Freelance
"Dibayar setelah menyelesaikan proyek freelance",Freelance
"Kerja freelance dengan klien luar negeri",Freelance
"Menerima uang dari freelance video editing",Freelance
"Selesai proyek coding freelance dan dibayar",Freelance
"Dibayar untuk pekerjaan foto freelance",Freelance
"Pendapatan dari freelance online",Freelance
"Dapat uang dari konsultasi freelance",Freelance
"Received a birthday gift in cash",Gift
"Got money as a wedding gift",Gift
"My aunt gave me a cash gift",Gift
"Received gift money from a friend",Gift
"Grandparents sent me a monetary gift",Gift
"Uncle gave me money for my graduation",Gift
"Got a gift card that I redeemed for cash",Gift
"Received cash as a holiday gift",Gift
"Cousin gave me money as a present",Gift
"Got financial help as a birthday present",Gift
"Dapat hadiah ulang tahun berupa uang",Gift
"Dikasih uang oleh teman sebagai hadiah",Gift
"Menerima uang dari tante sebagai kado",Gift
"Orang tua memberi hadiah uang saat wisuda",Gift
"Mendapat uang sebagai hadiah pernikahan",Gift
"Dapat uang kado dari saudara",Gift
"Kakek memberi uang sebagai hadiah",Gift
"Uang hadiah dari acara ulang tahun",Gift
"Menerima hadiah uang saat hari raya",Gift
"Dikasih uang oleh paman sebagai hadiah",Gift
"Received a holiday bonus from the company",Holiday Bonus
"Got an end-of-year holiday bonus",Holiday Bonus
"Holiday bonus was included in my paycheck",Holiday Bonus
"Company gave me a Christmas bonus",Holiday Bonus
"Received festive season bonus",Holiday Bonus
"Got extra pay as a holiday bonus",Holiday Bonus
"Holiday bonus arrived before New Year",Holiday Bonus
"Received bonus for Eid celebration",Holiday Bonus
"Holiday bonus was sent to my account",Holiday Bonus
"Bonus came in for the holiday break",Holiday Bonus
"Mendapat bonus hari raya dari kantor",Holiday Bonus
"Bonus libur akhir tahun sudah masuk",Holiday Bonus
"Perusahaan memberikan bonus Natal",Holiday Bonus
"Dapat bonus Lebaran dari bos",Holiday Bonus
"Bonus hari libur ditransfer hari ini",Holiday Bonus
"Bonus akhir tahun masuk ke gaji",Holiday Bonus
"Menerima bonus liburan dari perusahaan",Holiday Bonus
"Bonus Imlek diterima minggu lalu",Holiday Bonus
"Uang tambahan dari bonus hari raya",Holiday Bonus
"Bonus liburan masuk sebelum tahun baru",Holiday Bonus
"Received inheritance from my grandfather",Inheritance
"Got money from my late uncle's estate",Inheritance
"Inherited savings from my parents",Inheritance
"Received a large inheritance after the will was read",Inheritance
"Inheritance funds were transferred to my account",Inheritance
"Got part of the family inheritance",Inheritance
"Received inheritance money after funeral",Inheritance
"Inherited property and sold it for cash",Inheritance
"My aunt left me an inheritance",Inheritance
"Received inheritance through legal process",Inheritance
"Menerima warisan dari kakek saya",Inheritance
"Dapat uang warisan dari orang tua",Inheritance
"Warisan dari paman sudah cair",Inheritance
"Mendapat warisan setelah pembacaan wasiat",Inheritance
"Uang warisan masuk ke rekening saya",Inheritance
"Saya menerima bagian dari harta warisan",Inheritance
"Warisan diterima setelah upacara pemakaman",Inheritance
"Menjual properti warisan dan menerima uangnya",Inheritance
"Dapat warisan dari tante saya",Inheritance
"Warisan diserahkan melalui proses hukum",Inheritance
"Bought stocks on the trading app",Investment
"Invested in a mutual fund last month",Investment
"Earned profits from cryptocurrency",Investment
"Sold my shares and made a gain",Investment
"Made an investment in a startup",Investment
"Received dividends from stock holdings",Investment
"Put money into real estate investment",Investment
"Reinvested my earnings into ETFs",Investment
"Returned capital from an angel investment",Investment
"Added more money to my investment account",Investment
"Membeli saham lewat aplikasi investasi",Investment
"Berinvestasi di reksa dana bulan lalu",Investment
"Mendapat keuntungan dari kripto",Investment
"Menjual saham dan mendapatkan untung",Investment
"Investasi di perusahaan rintisan",Investment
"Menerima dividen dari kepemilikan saham",Investment
"Menaruh uang di properti investasi",Investment
"Menginvestasikan kembali keuntungan saya",Investment
"Modal kembali dari investasi awal",Investment
"Menambahkan dana ke akun investasi",Investment
"Received monthly pension payment",Pension
"My pension was deposited this morning",Pension
"Living off retirement pension now",Pension
"Government sent my pension allowance",Pension
"Pension fund paid out this week",Pension
"Got pension benefits from former job",Pension
"My dad's pension came through today",Pension
"Retirement income received via pension plan",Pension
"Pension money arrived in my bank account",Pension
"Started receiving pension after retiring",Pension
"Menerima pembayaran pensiun bulanan",Pension
"Dana pensiun saya masuk hari ini",Pension
"Hidup dari uang pensiun sekarang",Pension
"Pemerintah mengirim uang pensiun",Pension
"Dana pensiun cair minggu ini",Pension
"Mendapat tunjangan pensiun dari pekerjaan lama",Pension
"Pensiun ayah saya sudah masuk",Pension
"Pendapatan pensiun diterima lewat program pensiun",Pension
"Uang pensiun sudah masuk rekening",Pension
"Mulai menerima pensiun setelah pensiun kerja",Pension
"Received a refund for my online purchase",Refund
"Got a tax refund from the government",Refund
"Refund was processed to my card",Refund
"My flight ticket was refunded",Refund
"Received refund after order cancellation",Refund
"The store issued a refund today",Refund
"Got money back from a subscription service",Refund
"Returned product and got a full refund",Refund
"Refund for the hotel booking was successful",Refund
"They refunded my payment after the delay",Refund
"Menerima pengembalian dana untuk belanja online",Refund
"Mendapat pengembalian pajak dari pemerintah",Refund
"Dana refund dikirim ke kartu saya",Refund
"Tiket pesawat saya sudah direfund",Refund
"Menerima refund setelah membatalkan pesanan",Refund
"Toko mengeluarkan refund hari ini",Refund
"Dapat uang kembali dari layanan langganan",Refund
"Mengembalikan barang dan dapat refund penuh",Refund
"Refund untuk pemesanan hotel berhasil",Refund
"Mereka mengembalikan pembayaran saya setelah keterlambatan",Refund
"Received monthly rent from my tenant",Rental
"My apartment rental income just came in",Rental
"Got paid for renting out my house",Rental
"Collected rent from my Airbnb guest",Rental
"Rental payment for the condo arrived",Rental
"Earned rental income from my property",Rental
"Tenant transferred the rent today",Rental
"Rented my garage for extra cash",Rental
"Got rent from my vacation home",Rental
"Income from room rental received",Rental
"Menerima uang sewa dari penyewa",Rental
"Pendapatan sewa apartemen sudah masuk",Rental
"Dibayar karena menyewakan rumah",Rental
"Mengumpulkan sewa dari tamu Airbnb",Rental
"Pembayaran sewa untuk kondominium diterima",Rental
"Pendapatan sewa properti saya cair",Rental
"Penyewa mengirim uang sewa hari ini",Rental
"Menyewakan garasi untuk penghasilan tambahan",Rental
"Menerima sewa dari rumah liburan",Rental
"Uang sewa kamar sudah diterima",Rental
"Received my monthly salary today",Salary
"My company just paid my salary",Salary
"Got paid for my full-time job",Salary
"Salary credited to my bank account",Salary
"Monthly wage received this morning",Salary
"Payment from work arrived",Salary
"Collected salary for this month",Salary
"Work compensation has been processed",Salary
"Payroll hit my account today",Salary
"Employer transferred my salary",Salary
"Gaji bulanan saya sudah masuk",Salary
"Perusahaan membayar gaji hari ini",Salary
"Dibayar untuk pekerjaan tetap saya",Salary
"Gaji dikreditkan ke rekening bank",Salary
"Upah bulanan diterima pagi ini",Salary
"Pembayaran dari kantor sudah masuk",Salary
"Menerima gaji bulan ini",Salary
"Kompensasi kerja telah diproses",Salary
"Gaji sudah masuk ke rekening saya",Salary
"Pemberi kerja mentransfer gaji saya",Salary
"Earned profit from my online store",Small Business
"Received payment from a customer",Small Business
"Income from selling handmade crafts",Small Business
"Got paid for my small shop sales",Small Business
"Revenue from my home bakery came in",Small Business
"Payment received from my boutique",Small Business
"Sold products and received money",Small Business
"Earnings from weekend market sales",Small Business
"Transferred funds from my business account",Small Business
"Profits from my small venture this week",Small Business
"Mendapat untung dari toko online saya",Small Business
"Menerima pembayaran dari pelanggan",Small Business
"Pendapatan dari kerajinan tangan terjual",Small Business
"Dibayar hasil penjualan toko kecil saya",Small Business
"Uang masuk dari bisnis kue rumahan",Small Business
"Pembayaran diterima dari butik saya",Small Business
"Menjual produk dan mendapat uang",Small Business
"Pendapatan dari pasar akhir pekan",Small Business
"Mentransfer dana dari rekening usaha",Small Business
"Keuntungan dari usaha kecil minggu ini",Small Business
"Parents gave me lunch money today",Allowance
"Got my weekly pocket cash from mom",Allowance
"My dad sent over some spending money",Allowance
"Mom gave me a small allowance today",Allowance
"Received allowance for the weekend",Allowance
"Got money from my parents for school trip",Allowance
"My allowance just got transferred",Allowance
"Received some pocket money for snacks",Allowance
"Parents sent cash for daily expenses",Allowance
"Allowance came in this afternoon",Allowance
"Orang tua kasih uang saku minggu ini",Allowance
"Dapat uang jajan buat beli makanan",Allowance
"Uang saku dikirim ke rekening saya",Allowance
"Kasih uang saku sebelum sekolah",Allowance
"Ibu transfer uang untuk jajan",Allowance
"Uang jajan mingguan masuk",Allowance
"Dapat uang dari orang tua buat buku",Allowance
"Dikasih uang buat ongkos sekolah",Allowance
"Kakak kirim uang jajan hari ini",Allowance
"Ortu ngirim uang buat bekal sekolah",Allowance
"Sold old textbooks to a junior",Asset Sale
"Sold my used bike for cash",Asset Sale
"Made money from selling old clothes",Asset Sale
"Sold old smartphone accessories",Asset Sale
"Sold an extra monitor I didn’t use",Asset Sale
"Sold unused headphones",Asset Sale
"Earned from selling used kitchenware",Asset Sale
"Sold my old desk online",Asset Sale
"Sold collection of comic books",Asset Sale
"Made money selling old shoes",Asset Sale
"Menjual buku pelajaran bekas",Asset Sale
"Dapat uang dari jual baju bekas",Asset Sale
"Menjual laptop lama di forum",Asset Sale
"Jual sepatu bekas online",Asset Sale
"Menjual peralatan rumah tangga",Asset Sale
"Dapat uang dari jualan majalah lama",Asset Sale
"Menjual helm motor lama",Asset Sale
"Jual barang bekas lewat aplikasi",Asset Sale
"Menjual perlengkapan dapur bekas",Asset Sale
"Jual aksesoris HP lama",Asset Sale
"Received bonus for team performance",Bonus
"Got a bonus for early project delivery",Bonus
"My job gave me a special bonus",Bonus
"Bonus awarded for great performance",Bonus
"Company gave me recognition bonus",Bonus
"Received bonus with my paycheck",Bonus
"Got work bonus after evaluation",Bonus
"Awarded with incentive bonus",Bonus
"Boss gave me a cash bonus",Bonus
"Bonus from HR was processed today",Bonus
"Dapat bonus setelah proyek selesai",Bonus
"Mendapat bonus dari kantor pusat",Bonus
"Bonus masuk ke rekening gaji",Bonus
"Bonus diberikan karena prestasi",Bonus
"Terima bonus setelah rapat evaluasi",Bonus
"Perusahaan kasih bonus tambahan",Bonus
"Diberi bonus oleh atasan",Bonus
"Bonus cair bareng gaji",Bonus
"Bonus kinerja dikasih hari ini",Bonus
"Menerima bonus setelah presentasi",Bonus
"Received dividend from index fund",Dividend
"My ETF gave out quarterly dividends",Dividend
"Collected dividends from bond investment",Dividend
"Dividend credited automatically",Dividend
"Earned income from dividends",Dividend
"Received passive dividends",Dividend
"Got interest payout as dividend",Dividend
"Dividend came in from global fund",Dividend
"Stock dividend payment arrived",Dividend
"Monthly dividend credited",Dividend
"Mendapat dividen dari dana indeks",Dividend
"Dividen masuk dari investasi obligasi",Dividend
"Pendapatan dividen otomatis masuk",Dividend
"Dapat dividen dari kepemilikan ETF",Dividend
"Dividen diterima dari saham luar negeri",Dividend
"Dividen masuk dari dana global",Dividend
"Dividen dibayarkan ke rekening",Dividend
"Pendapatan pasif dari dividen ETF",Dividend
"Dividen bulanan sudah cair",Dividend
"Menerima dividen rutin",Dividend
"Got paid for freelance app testing",Freelance
"Finished freelance UX audit project",Freelance
"Earned from freelance animation work",Freelance
"Received money for freelance tutoring",Freelance
"Freelance copywriting job completed",Freelance
"Freelance content creation paid off",Freelance
"Income from freelance tech support",Freelance
"Freelance logo design got paid",Freelance
"Earned from freelance blogging",Freelance
"Freelance editing payment came in",Freelance
"Dibayar untuk freelance guru les",Freelance
"Pendapatan dari konten freelance",Freelance
"Bayaran freelance ilustrasi sudah masuk",Freelance
"Dapat uang dari proyek menulis lepas",Freelance
"Pekerjaan freelance desain dibayar",Freelance
"Penghasilan dari freelance blog",Freelance
"Dapat bayaran freelance QA testing",Freelance
"Mendapat uang dari coding freelance",Freelance
"Freelance content lepas dibayar",Freelance
"Kerja lepas online menghasilkan uang",Freelance
"Got a cash gift from my cousin",Gift
"My brother gave me money as a gift",Gift
"Received a cash envelope for my birthday",Gift
"Got gift money for my graduation party",Gift
"A friend sent me birthday cash",Gift
"Received a surprise gift in cash",Gift
"Cash gift given by my in-laws",Gift
"Received monetary present from uncle",Gift
"Holiday gift money from my aunt",Gift
"Received a red envelope as a gift",Gift
"Dapat angpao dari saudara",Gift
"Dikasih uang oleh sepupu sebagai hadiah",Gift
"Hadiah ulang tahun berupa uang tunai",Gift
"Dapat uang dari teman saat ulang tahun",Gift
"Hadiah kelulusan dari keluarga",Gift
"Orangtua memberi kado berupa uang",Gift
"Menerima uang sebagai kado lebaran",Gift
"Hadiah uang dari tante untuk pernikahan",Gift
"Dikasih uang saat natal oleh paman",Gift
"Uang hadiah dari keluarga besar",Gift
Gaji bulan Januari dari PT Maju Jaya,Salary
Transfer gaji bulan Februari,Salary
Pembayaran gaji pokok karyawan,Salary
Gaji tetap akhir bulan,Salary
Pencairan gaji via transfer bank,Salary
Take home pay bulan Maret,Salary
Salary credit from Acme Corp,Salary
Monthly salary deposit,Salary
Base salary payment,Salary
Net salary after deductions,Salary
Payroll transfer from employer,Salary
Salary for April 2024,Salary
Pendapatan gaji bersih,Salary
Gaji + tunjangan kesehatan,Salary
Basic salary + transportation,Salary
Bonus proyek Q1 selesai,Bonus
Insentif kinerja tim,Bonus
Bonus akhir tahun 2023,Bonus
Bonus penjualan triwulanan,Bonus
Bonus penyelesaian target,Bonus
Bonus kehadiran sempurna,Bonus
Performance bonus Q2,Bonus
Sales achievement bonus,Bonus
Annual performance incentive,Bonus
Quarterly target bonus,Bonus
Team completion bonus,Bonus
Attendance perfect bonus,Bonus
Extra payment for overtime,Bonus
Bonus lembur akhir pekan,Bonus
Pendapatan desain logo freelance,Freelance
Honorarium mengajar privat,Freelance
Bayaran jasa terjemahan dokumen,Freelance
Fee konsultasi IT bulan ini,Freelance
Pembayaran artikel 10 tulisan,Freelance
Freelance web development fee,Freelance
Graphic design project payment,Freelance
Consulting service income,Freelance
Translation work payment,Freelance
Tutoring service earnings,Freelance
Writing commission payment,Freelance
Programming freelance income,Freelance
Dividen saham BBCA Q2,Dividend
Pembagian dividen saham TLKM,Dividend
Dividen kuartalan dari portofolio,Dividend
Hasil dividen reksadana campuran,Dividend
Dividen saham Bank BCA,Dividend
Stock dividend from APPL,Dividend
Quarterly stock dividends,Dividend
Mutual fund dividend payout,Dividend
Portfolio dividend income,Dividend
Investment trust dividends,Dividend
Pendapatan sewa ruko bulanan,Rental
Uang sewa apartemen Thamrin,Rental
Pembayaran sewa kantor lantai 3,Rental
Sewa harian mobil Avanza,Rental
Income from property rental,Rental
Apartment lease payment,Rental
Office space rental income,Rental
Car rental daily payment,Rental
Equipment lease revenue,Rental
THR Lebaran 1445 H,Holiday Bonus
Tunjangan Hari Raya 2024,Holiday Bonus
Bonus THR untuk karyawan,Holiday Bonus
Eid al-Fitr holiday allowance,Holiday Bonus
Year-end holiday bonus,Holiday Bonus
Religious holiday payment,Holiday Bonus
Festive season allowance,Holiday Bonus
Penjualan mobil Honda bekas,Asset Sale
Hasil lelang barang antik,Asset Sale
Pendapatan jual laptop gaming,Asset Sale
Uang hasil jual tanah warisan,Asset Sale
Used car sale proceeds,Asset Sale
Antique auction earnings,Asset Sale
Secondhand electronics sale,Asset Sale
Property sale commission,Asset Sale
Uang saku dari orangtua,Allowance
Transfer bulanan untuk biaya kuliah,Allowance
Biaya hidup dari sponsor,Allowance
Weekly allowance from parents,Allowance
College monthly allowance,Allowance
Living expense stipend,Allowance
Student support money,Allowance
Warisan orang tua setelah dijual,Inheritance
Pembagian harta warisan keluarga,Inheritance
Hibah tanah dari eyang,Inheritance
Inheritance from late father,Inheritance
Family estate distribution,Inheritance
Received inheritance money,Inheritance
Pensiun bulanan dari Taspen,Pension
Dana pensiun dari BUMN,Pension
Pembayaran pensiun pegawai negeri,Pension
Monthly pension deposit,Pension
Retirement fund payment,Pension
Company pension scheme,Pension
Pengembalian tiket pesawat Lion,Refund
Refund hotel karena dibatalkan,Refund
Uang kembali belanja online,Refund
Flight ticket refund,Refund
Hotel booking cancellation,Refund
E-commerce purchase return,Refund
Pendapatan warung makan,Small Business
Hasil penjualan online shop,Small Business
Keuntungan bisnis laundry,Small Business
Cafe daily revenue,Small Business
Online store profits,Small Business
Home bakery sales,Small Business
Hadiah ultah dari saudara,Gift
Uang angpao tahun baru,Gift
Bingkisan pernikahan teman,Gift
Birthday gift money,Gift
New year red packet,Gift
Wedding present cash,Gift
Keuntungan saham di pasar modal,Investment
Return investasi reksadana,Investment
Hasil investasi properti,Investment
Stock market gains,Investment
Mutual fund returns,Investment
Real estate investment profit,Investment
Pembayaran sewa apartemen bulanan,Rental
Monthly apartment rental payment,Rental
Pendapatan sewa kendaraan,Rental
Vehicle rental income,Rental
Bayaran sewa gedung kantor,Rental
Office space lease payment,Rental
Uang warisan dari orang tua,Inheritance
Inheritance money from parents,Inheritance
Harta warisan keluarga,Inheritance
Family heritage assets,Inheritance
Pembagian warisan,Inheritance
Estate distribution payment,Inheritance
Pensiun dari perusahaan,Pension
Company pension fund,Pension
Dana pensiun bulanan,Pension
Monthly retirement fund,Pension
Pembayaran pensiun,Pension
Pension fund disbursement,Pension
Uang jajan anak kuliah,Allowance
College student allowance,Allowance
Biaya hidup bulanan mahasiswa,Allowance
Monthly living allowance for student,Allowance
Uang saku pekerja lepas,Allowance
Freelancer's stipend,Allowance
Pendapatan bisnis retail,Small Business
Retail business income,Small Business
Keuntungan toko kelontong,Small Business
Grocery store profits,Small Business
Hasil usaha makanan,Small Business
Food business revenue,Small Business
Return saham teknologi,Investment
Tech stock investment return,Investment
Keuntungan reksadana,Investment
Mutual fund gains,Investment
Dividen portofolio,Investment
Investment portfolio dividends,Investment
Bonus target penjualan,Bonus
Sales target bonus,Bonus
Insentif proyek selesai,Bonus
Project completion incentive,Bonus
Bayaran jasa konsultasi,Freelance
Consultation service payment,Freelance
Honorarium narasumber,Freelance
Speaker's honorarium,Freelance
Pengembalian produk cacat,Refund
Defective product refund,Refund
Refund pembelian online,Refund
Online purchase refund,Refund
Hadiah ulang tahun perusahaan,Gift
Company anniversary gift,Gift
Angpao tahun baru,Gift
New year's money gift,Gift
Gaji bulan,Salary
Pendapatan tambahan dari proyek desain,Freelance
Pembayaran bonus untuk keberhasilan tim,Bonus
Dividen investasi saham tahunan,Dividend
Hasil penjualan kamera DSLR bekas,Asset Sale
Bayaran penulisan konten blog,Freelance
Tunjangan Lebaran perusahaan,Holiday Bonus
Uang saku mingguan dari orang tua,Allowance
Honor pembicara seminar,Freelance
Gaji pokok bulan Mei,Salary
Pembayaran sewa harian motor,Rental
Hadiah uang dari teman dekat,Gift
Pengembalian uang tiket konser,Refund
Pembagian dana pensiun bulanan,Pension
Penghasilan dari toko online,Small Business
Investasi saham teknologi membuahkan hasil,Investment
Bonus pencapaian target Q3,Bonus
Pemasukan dari sewa alat camping,Rental
Warisan dari kakek setelah wafat,Inheritance
Bayaran proyek lepas pembuatan web,Freelance
Uang kembali pembelian rusak,Refund
Dana pensiun setiap awal bulan,Pension
Gaji bersih setelah potongan pajak,Salary
Tunjangan akhir tahun keagamaan,Holiday Bonus
Keuntungan dari penjualan motor bekas,Asset Sale
Pendapatan dari sewa gudang,Rental
THR Natal dari kantor pusat,Holiday Bonus
Uang hadiah ulang tahun dari tante,Gift
Dana hasil penjualan rumah warisan,Asset Sale
Bonus akhir proyek digital marketing,Bonus
Penghasilan dari aplikasi mobile buatan sendiri,Small Business
Bayaran freelance desain kemasan produk,Freelance
Dividen dari reksadana saham,Dividend
Keuntungan dari penjualan saham startup,Investment
Gaji tetap bulan Juni 2024,Salary
Tunjangan pendidikan bulanan,Allowance
Pendapatan sewa properti di Bandung,Rental
Hadiah undian akhir tahun,Gift
Insentif kerja shift malam,Bonus
Uang kembali dari toko elektronik,Refund
Dana bulanan dari yayasan,Allowance
Bonus kehadiran penuh satu bulan,Bonus
Gaji mingguan kerja paruh waktu,Salary
Fee konsultasi keuangan lepas,Freelance
Dana hibah dari keluarga,Inheritance
Dividen saham Bank Mandiri,Dividend
Keuntungan dari bisnis makanan ringan,Small Business
Pemasukan dari jualan kerajinan tangan online,Small Business
Bonus penyelesaian proyek tepat waktu,Bonus
Refund biaya pendaftaran pelatihan,Refund
Penghasilan dari persewaan alat pesta,Rental
Bayaran untuk editing video proyek,Freelance
Return investasi properti apartemen,Investment
Gaji tetap dan tunjangan transportasi,Salary
Uang saku harian untuk anak sekolah,Allowance
Pendapatan dari lelang koleksi pribadi,Asset Sale
Hibah properti dari paman,Inheritance
THR Idul Adha dari tempat kerja,Holiday Bonus
Pencairan dana pensiun karyawan tetap,Pension
Pemasukan dari usaha cuci motor,Small Business
Uang hadiah lomba menulis,Gift
Bayaran untuk penerjemahan artikel teknis,Freelance
Dividen tahunan dari perusahaan asing,Dividend
Bonus proyek akhir semester,Bonus
Pemasukan dari menyewakan peralatan hiking,Rental
Uang hasil jual gitar elektrik,Asset Sale
Dana bulanan dari sponsor luar negeri,Allowance
Gaji bulanan staf administrasi,Salary
Pembayaran pengembalian pembelian salah ukuran,Refund
Uang hasil saham,Investment
Gaji pokok staf keuangan bulan Juli,Salary
Payroll bulan Agustus untuk staf senior,Salary
Salary transfer bulan September 2024,Salary
Pendapatan tetap dari PT Nusantara,Salary
Gaji bulanan kontrak kerja freelance,Salary
Bonus keberhasilan kampanye digital,Bonus
Insentif loyalitas karyawan tahunan,Bonus
Reward penyelesaian milestone proyek,Bonus
Bonus produktivitas bulan ini,Bonus
Bonus pencapaian personal best,Bonus
Bayaran freelance untuk voice over,Freelance
Jasa fotografi acara pernikahan,Freelance
Fee editing naskah buku,Freelance
Penghasilan proyek animasi lepas,Freelance
Pendapatan sebagai moderator webinar,Freelance
Dividen dari saham energi hijau,Dividend
Pembagian dividen investasi luar negeri,Dividend
Pemasukan dividen tahunan reksadana,Dividend
Quarterly dividend dari portofolio,Dividend
Pendapatan dividen dari ETF,Dividend
Uang sewa studio bulanan,Rental
Penghasilan sewa rumah kos,Rental
Sewa mingguan mobil box,Rental
Pendapatan dari kontrak sewa kantor,Rental
Rental sepeda gunung harian,Rental
THR Imlek dari perusahaan,Holiday Bonus
Bonus Hari Raya dari instansi pemerintah,Holiday Bonus
Tunjangan natal 2024,Holiday Bonus
Holiday incentive akhir tahun,Holiday Bonus
Dana THR dari koperasi,Holiday Bonus
Penjualan HP bekas ke marketplace,Asset Sale
Hasil jual motor bekas online,Asset Sale
Lelang koleksi buku langka,Asset Sale
Pendapatan dari jual barang elektronik,Asset Sale
Penjualan aset pribadi secara tunai,Asset Sale
Transfer bulanan dari orangtua,Allowance
Biaya hidup bulanan dari keluarga,Allowance
Dana tambahan dari sponsor kuliah,Allowance
Uang saku harian dari wali,Allowance
Stipend dari yayasan pendidikan,Allowance
Uang hasil warisan rumah dijual,Inheritance
Pembagian aset keluarga dari kakek,Inheritance
Warisan properti dari nenek,Inheritance
Hibah uang dari orang tua,Inheritance
Penerimaan warisan tanah sawah,Inheritance
Dana pensiun mantan pegawai bank,Pension
Pencairan dana pensiun bulanan,Pension
Transfer pensiun untuk pensiunan guru,Pension
Pensiun tetap dari PT Sejahtera,Pension
Dana pensiun reguler,Pension
Refund tiket kereta yang dibatalkan,Refund
Pengembalian biaya kursus online,Refund
Refund langganan aplikasi tahunan,Refund
Uang kembali dari restoran karena kesalahan transaksi,Refund
Pengembalian pembelian produk cacat,Refund
Penghasilan dari bisnis sablon kaos,Small Business
Penjualan mingguan dari usaha kue rumahan,Small Business
Pendapatan harian dari kios sembako,Small Business
Hasil usaha dropship produk fashion,Small Business
Pemasukan dari kedai kopi lokal,Small Business
Hadiah kontes desain grafis,Gift
Kado ulang tahun dari rekan kerja,Gift
Hadiah natal dari keluarga besar,Gift
Pemberian uang sebagai hadiah wisuda,Gift
Hadiah dari undian pelanggan setia,Gift
Imbal hasil dari investasi logam mulia,Investment
Keuntungan dari crypto staking,Investment
Dividen dari investasi startup teknologi,Investment
Return dari obligasi pemerintah,Investment
Pemasukan dari peer-to-peer lending,Investment
"Transfer gaji staf administrasi bulan Oktober",Salary
"Payroll akhir tahun untuk karyawan tetap",Salary
"Pendapatan gaji bulan Desember",Salary
"Pembayaran gaji shift malam",Salary
"Salary transfer untuk karyawan magang",Salary
